borrowers_id,borrower,financier,goal,impagency,url,projectid
274,,IDA38650;IDA38650,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION; YOUTH AND SPORTS",http://projects.worldbank.org/P050620/education-sector-project?lang=en,295
275,"GOVERNMENT OF THAILAND",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","GOVERNMENT OF THAILAND",http://projects.worldbank.org/P085884/th-education-reform?lang=en,854
276,"GOVERNMENT OF ARMENIA",IDA38490;IDA38490,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION AND SCIENCE",http://projects.worldbank.org/P074503/education-quality-relevance-project-apl-1?lang=en,252
277,,IDA38270;IDA38270;IDA3827A,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P069570/public-expenditure-adjustment-credit-project-02?lang=en,669
278,"UNESCO(AFRCARRIB RGN); GAMBIA;TANZANIA",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","UNESCO(AFRCARRIB RGN); GAMBIA;TANZANIA",http://projects.worldbank.org/P082797/hdned-dfid-tf-hivaids-tf051952?lang=en,942
279,"DEPARTAMENTO DE CUNDINAMARCA",IBRD71920;IBRD71920,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP","SECRETARIA DE EDUCACION DEL DEPARTAMENTO DE CUNDINAMARCA",http://projects.worldbank.org/P077757/cundinamarca-education-quality-improvement?lang=en,128
280,"GOV'T OF NIGER",IDA3812A;IDA3812A;IDAH0600;IDA38120,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MIN OF EDUCATION",http://projects.worldbank.org/P061209/basic-education-project?lang=en,84
281,"FEDERAL DEMOCRATIC REPUBLIC OF NEPAL",IDA38080;IDA38080,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P082646/community-school-support-project?lang=en,148
282,"GOVERNMENT OF KENYA",IDAH0500;IDAH0500,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P082378/free-primary-education-support-project?lang=en,385
283,"GOVERNMENT OF ERITREA",IDA37940;IDA37940,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",GOE,http://projects.worldbank.org/P070272/eritrea-education-sector-investment-project?lang=en,354
284,"GOVERNMENT OF MOROCCO",IBRD47000;IBRD47000,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","DIRECTION DES DOMAINES & DIRECTION DES EQUIPEMENTS",http://projects.worldbank.org/P005516/asset-management-reform-sector-adjustment-loan-project?lang=en,42
285,"GOVERNMENT OF PAKISTAN",IDA37750;IDA37750,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","CURRICULUM WING;MINISTRY OF EDU;ISLAMABAD AND PROVDEPTS",http://projects.worldbank.org/P077288/national-education-assessment-system?lang=en,546
286,"GOVERNMENT OF PERU",IBRD71760;IBRD71760,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P055232/rural-education-project?lang=en,707
287,"AZERBAIJAN REPUBLIC",IDA37690;IDA37690,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P070989/education-sector-development-project?lang=en,283
288,"SOCIALIST REPUBLIC OF VIETNAM",IDA37520;IDA37520,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION AND TRAINING",http://projects.worldbank.org/P044803/primary-education-disadvantaged-children-project?lang=en,584
289,ROMANIA,IBRD46910;IBRD46910,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION AND RESEARCH",http://projects.worldbank.org/P073967/rural-education-project?lang=en,708
290,"TUNISIA MIN OF DEV INTERN COOPE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MIN OF EDUCATION AND TRAINING",http://projects.worldbank.org/P081807/pilot-cultural-patrimony-education-program?lang=en,611
291,"GOVERNMENT OF CHAD",IDAH0230;IDAH0230;IDA37390,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P000527/education-sector-reform-project?lang=en,298
292,"MINISTRY OF FINANCE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","GEORGIA SOCIAL INVESTMENT FUND",http://projects.worldbank.org/P080376/georgia-earthquake-work?lang=en,408
293,"FEDERAL REPUBLIC OF NIGERIA",IDA37110;IDA37110,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P071494/universal-basic-education-project?lang=en,903
294,"THE DOMINICAN REPUBLIC",IBRD71440;IBRD71440,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","SECRETARIA DE EDUCACION",http://projects.worldbank.org/P054937/early-childhood-education-project?lang=en,203
295,"REPUBLIC OF TURKEY",IBRD46710;IBRD46710,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP","MINISTRY OF NATIONAL EDUCATION",http://projects.worldbank.org/P059872/basic-education-2-project-apl-2?lang=en,70
296,"GOVERNMENT OF PAKISTAN",IDA36870;IDA36870,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF FINANCE; GOVERNMENT OF NWFP",http://projects.worldbank.org/P077834/nwfp-structural-adjustment-credit-project?lang=en,545
297,"GOVERNMENT OF LITHUANIA",IBRD71280;IBRD71280,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG","MINISTRY OF EDUCATION AND SCIENCE",http://projects.worldbank.org/P070112/education-improvement-project?lang=en,230
298,"ST KITTS & NEVIS",IBRD71250;IBRD71250,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP","MINISRY OF EDUCATION",http://projects.worldbank.org/P075978/st-kitts-nevis-education-development-project?lang=en,719
299,"GOVERNMENT OF ST LUCIA",IDA36610;IDA36610;IBRD71240,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P077712/st-lucia-education-development-project?lang=en,720
300,"REPUBLIC OF THE PHILIPPINES",IBRD71180;IBRD71180,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG","DEPT OF BUDGET & MGMT WITH DEPED; DPWH; DOH AND DSWD",http://projects.worldbank.org/P069916/2nd-social-expenditure-management?lang=en,3
301,"UNITED MEXICAN STATES",IBRD71080;IBRD71080,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION (SEP) THROUGH CONAFE",http://projects.worldbank.org/P057531/basic-education-development-phase-ii?lang=en,73
302,"GOVERNMENT OF MOZAMBIQUE",IDA3609A;IDA3609A;IDA36090;IDA36091,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG","MINISTRY OF HIGHER EDUCATION; SCIENCE AND TECHNOLOGY",http://projects.worldbank.org/P069824/higher-education-project?lang=en,432
303,"SOCIALIST REPUBLIC OF VIETNAM",IDA35940;IDA35940,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION & TRAINING",http://projects.worldbank.org/P051838/primary-teacher-development-project?lang=en,658
304,"E TIMOR",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","UNTAET (UN TRANSITIONAL ADMINISTRATION IN E TIMOR)",http://projects.worldbank.org/P072647/fundamental-school-quality-project?lang=en,386
305,"GOVERNMENT OF MOLDOVA",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P074512/reconciliation-through-general-secondary-education-jsdf-partnership?lang=en,688
306,"ARGENTINE REPUBLIC",IBRD46340;IBRD46340,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","UNDERSECRETARY PROVINCIAL RELATIONS AND PROVINCE OF SANTA FE",http://projects.worldbank.org/P069913/santa-fe-provincial-reform-adjustment-loan?lang=en,726
307,"AFRICA REGION COUNTRIES",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",WBI,http://projects.worldbank.org/P052301/african-virtual-university?lang=en,31
308,,IDA35290;IDA35290,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",,http://projects.worldbank.org/P055455/rajasthan-second-district-primary-education-project?lang=en,685
309,"REPUBLIC OF HONDURAS",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","PROJECT IMPLEMENTATION UNIT; PROFUTURO",http://projects.worldbank.org/P074323/supplemental-credit-interactive-environmental-learning-science-promotion-project?lang=en,838
310,"PALESTINE LIBERATION ORGANIZATION*",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION OF THE PALESTINIAN AUTHORITY",http://projects.worldbank.org/P065593/education-action-project?lang=en,216
311,"GOVERNMENT OF GEORGIA",IDA34740;IDA34740,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P055173/education-system-realignment-strengthening-program-apl-1?lang=en,308
312,"GOVERNMENT OF THE REPUBLIC OF MALI",IDA3449A;IDA3449A;IDA34490,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities|Millennium Development Goals;GPG|CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P040650/education-sector-expenditure-program?lang=en,290
313,"GOVERNMENT OF THE STATE OF BAHIA",IBRD45920;IBRD45920,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","SECRETARIA DE EDUCACAO",http://projects.worldbank.org/P059565/bahia-education-project?lang=en,61
314,"GOVERNMENT OF BULGARIA",IBRD45760;IBRD45760,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION AND SCIENCE",http://projects.worldbank.org/P055158/education-modernization-project?lang=en,233
315,"GOVERNMENT OF TUNISIA",IBRD70280;IBRD70280,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION & TRAINING",http://projects.worldbank.org/P050945/education-quality-improvement-program-eqip?lang=en,254
316,"STATE OF BOSNIAHERZEGOVINA",IDA33510;IDA33510,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P058512/education-development-project?lang=en,218
